OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName
46415,NT4CC,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Gisburne Park Hospital,,Gisburn Park Estate,Park Road,Clitheroe,Lancashire,BB7 4HX,53.94316864,-2.267542124,NT4,BMI Healthcare
46504,RNUAA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Abingdon Community Hospital,,Marcham Road,,Abingdon,Oxfordshire,OX14 1AG,51.67007828,-1.301803231,RNU,Oxford Health NHS Foundation Trust
46506,RNUFF,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Townlands Community Hospital,,York Road,,Henley-on-Thames,Oxfordshire,RG9 2EB,51.53946686,-0.909673631,RNU,Oxford Health NHS Foundation Trust
46510,RXCAA,Hospital,Hospital,NHS Sector,Visible,TRUE,Uckfield Community Hospital,Uckfield Community Hospital,Fransfield Road,,Uckfield,Sussex,TN22 5AW,50.96577072,0.105376564,RXC,East Sussex Healthcare NHS Trust
46583,RWK46,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Newham Centre for Mental Health,,Cherry Tree Way,Glen Road,London,,E13 8SP,51.52300644,0.035405017,RWK,East London NHS Foundation Trust
46584,RWK60,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,The John Howard Centre,,12 Kenworthy Road,Homerton,London,,E9 5TD,51.54801178,-0.037701417,RWK,East London NHS Foundation Trust
46585,RWK63,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,The Coborn Centre for Adolescent Mental Health,,Glen Road,East Ham,London,,E13 8SP,51.52300644,0.035405017,RWK,East London NHS Foundation Trust
46586,RWK89,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,East Ham Care Centre,,Shrewsbury Road,East Ham,London,,E7 8QP,51.54092789,4.33E-02,RWK,East London NHS Foundation Trust
46607,RWXX1,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Wokingham Hospital,,41 Barkham Road,,,,RG41 2RE,51.41047287,-0.84619993,RWX,Berkshire Healthcare NHS Foundation Trust
46635,NT4BB,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Fitzroy Square Hospital,,14 Fitzroy Square,,London,,W1T 6AH,51.52356339,-0.140453294,NT4,BMI Healthcare
46744,NT9UR,Hospital,Hospital,Independent Sector,Visible,TRUE,Yorkshire Clinic (Ramsay),,Bingley  West Yorkshire,,,,BD16 1TW,53.83200455,-1.817983866,NT9,Alliance Medical
58612,NMJ01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Godden Green,Cygnet Hospital Godden Green,Godden Green,,Sevenoaks,Kent,TN15 0JR,51.27159882,0.23007901,NMJ,Cygnet Health Care Limited
58613,NMJ02,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Bierley,Bierley Lane,,,Bradford,West Yorkshire,BD4 6AD,53.7685051,-1.732101202,NMJ,Cygnet Health Care Limited
58614,NMJ03,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cygnet Hospital Kewstoke,Beach Road,Kewstoke,,Weston-Super-Mare,Avon,BS22 9UZ,51.36588669,-2.964132786,NMJ,Cygnet Health Care Limited
58620,NNH04,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Optegra (Manchester Eye Hospital),One Didsbury Point,2 The Avenue,Didsbury,Manchester,Greater Manchester,M20 2EY,53.43019867,-2.250129461,NNH,Optegra UK
59039,NAX03,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Ecch Beccles Hospital,St. Marys Road,,,Beccles,Suffolk,NR34 9NQ,52.45414734,1.562366843,NAX,East Coast Community Healthcare C.I.C
59041,NAX05,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Ecch Patrick Stead Hospital,Bungay Road,,,Halesworth,Suffolk,IP19 8HP,52.34805679,1.507352114,NAX,East Coast Community Healthcare C.I.C
59042,NAX06,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Ecch Southwold Hospital,Fieldstile Road,,,Southwold,Suffolk,IP18 6LD,52.32945251,1.680220127,NAX,East Coast Community Healthcare C.I.C
59066,NBI02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Lakeside Medical Diagnostics - Billericay Community Hospital,Billericay Community Hospital,Blunts Wall Road,,Billericay,Essex,CM12 9SA,51.62249756,0.400663644,NBI,Lakeside Medical Diagnostics
59606,NNA01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Tetbury Hospital,Malmesbury Road,,,Tetbury,Gloucestershire,GL8 8XB,51.63522339,-2.154657364,NNA,Tetbury Hospital Trust Limited
59848,R1ADY,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Aconbury Unit,Newtown Hospital,Newtown Road,,Worcester,Worcestershire,WR5 1JG,52.19239044,-2.183108807,R1A,Worcestershire Health and Care NHS Trust
59909,R1C03,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Western Community Hospital,William Macleod Way,,,Southampton,Hampshire,SO16 4XE,50.92525101,-1.446025729,R1C,Solent NHS Trust
60086,R1E04,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Barton Under Needwood Cottage Hospital,Short Lane,Barton Under Needwood,,Burton-On-Trent,Staffordshire,DE13 8LT,52.76159286,-1.725259781,R1E,Staffordshire and Stoke On Trent Partnership NHS Trust
60121,R1E75,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Longton Hospital,Upper Belgrave Road,,,Stoke-On-Trent,Staffordshire,ST3 4QX,52.97771835,-2.122004986,R1E,Staffordshire and Stoke On Trent Partnership NHS Trust
60240,NQG01,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Burrswood Hospital,Burrswood,Groombridge,,Tunbridge Wells,Kent,TN3 9PY,51.11865997,0.171592221,NQG,Burrswood Hospital
60338,R1F01,Hospital,Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital,Parkhurst Road,,,Newport,,PO30 5TG,50.71110153,-1.300873041,R1F,Isle Of Wight NHS Trust
60374,RA212,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cranleigh Village Hospital,,6 High Street,Cranleigh,Surrey,,GU6 8AE,51.14061356,-0.487048179,RA2,Royal Surrey County NHS Foundation Trust
60526,RAE5H,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Westbourne Green Community Hospital,26 Heaton Road,,,Bradford,West Yorkshire,BD8 8RA,53.80734253,-1.77622509,RAE,Bradford Teaching Hospitals NHS Foundation Trust
60868,RDR2F,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Midhurst Community Hospital,Dodsley Lane,Easebourne,,Midhurst,West Sussex,GU29 9AW,50.99296951,-0.735163808,RDR,Sussex Community NHS Trust
60940,RDYFT,Hospital,Hospital,Independent Sector,Visible,TRUE,Maiden Castle House,30 Maiden Castle Road,,,Dorchester,Dorset,DT1 2ER,50.70612717,-2.44437933,RDY,Dorset Healthcare University NHS Foundation Trust
61041,RDZ15,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Milford On Sea War Memorial Hospital,Sea Road,Milford On Sea,,Lymington,Hampshire,SO41 0PG,50.72198868,-1.589380145,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust
61319,RGR43,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St Leonards Hospital,Newton Road,,,Sudbury,Suffolk,CO10 2RQ,52.03911209,0.736506999,RGR,West Suffolk NHS Foundation Trust
61321,RGR45,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Walnut Tree Hospital,Walnut Tree Lane,,,Sudbury,Suffolk,CO10 1BE,52.03981781,0.725044131,RGR,West Suffolk NHS Foundation Trust
61351,RH5F4,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Burnham On Sea War Memorial Hospital,,Burnham On Sea War Memorial Hospital,6 Love Lane,Burnham-On-Sea,Somerset,TA8 1ED,51.23910904,-2.993853807,RH5,Somerset Partnership NHS Foundation Trust
61619,RL4CD,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,West Park Hospital,Park Road West,,,Wolverhampton,West Midlands,WV1 4PW,52.58774948,-2.141167641,RL4,The Royal Wolverhampton NHS Trust
61625,RLN01,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,City Hospitals Sunderland at University Hospital Of Hartlepool,Holdforth Road,,,Hartlepool,Cleveland,TS24 9AH,54.70238113,-1.227992177,RLN,City Hospitals Sunderland NHS Foundation Trust
61862,RK935,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,South Hams Hospital,Plymouth Road,,,Kingsbridge,Devon,TQ7 1AT,50.28871536,-3.778812408,R1G,Torbay and Southern Devon Health and Care NHS Trust
61961,RNU44,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Wykeham Park Day Hospital,Community Hospital Site,East Street,,Thame,Oxfordshire,OX9 3JT,51.74531555,-0.969993711,RNU,Oxford Health NHS Foundation Trust
61977,RNUCK,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Didcot Community Hospital,Wantage Road,,,Didcot,Oxfordshire,OX11 0AG,51.60442734,-1.260112882,RNU,Oxford Health NHS Foundation Trust
61992,RNUDK,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Wantage Community Hospital,Garston Lane,,,Wantage,Oxfordshire,OX12 7AS,51.58970261,-1.418498874,RNU,Oxford Health NHS Foundation Trust
62043,RP701,Hospital,Mental Health Hospital,Independent Sector,Visible,TRUE,Rochford Unit,Rochford Unit,Pilgrim Hospital,Sibsey Road,Boston,Lincolnshire,PE21 9QS,52.99102402,-9.78E-03,RP7,Lincolnshire Partnership NHS Foundation Trust
62085,RP7CG,Hospital,Mental Health Hospital,Independent Sector,Visible,TRUE,Witham Court - Brant Ward & Langworth Ward,Witham Court,Fen Lane,North Hykeham,Lincoln,Lincolnshire,LN6 8UZ,53.18561554,-0.57649684,RP7,Lincolnshire Partnership NHS Foundation Trust
62089,RP7DC,Hospital,Mental Health Hospital,Independent Sector,Visible,TRUE,Maple Lodge,Maple Lodge,Toot Lane,,Boston,Lincolnshire,PE21 0AX,52.96977997,1.89E-03,RP7,Lincolnshire Partnership NHS Foundation Trust
62090,RP7MA,Hospital,Hospital,Independent Sector,Visible,TRUE,Ash Villa,Ash Villa,Willoughby Road,South Rauceby,Sleaford,Lincolnshire,NG34 8QA,52.98260117,-0.455537111,RP7,Lincolnshire Partnership NHS Foundation Trust
62172,NVM01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Cobham Day Surgery Hospital,168 Portsmouth Road,168 Portsmouth Road,,Cobham,Surrey,KT11 1HS,51.3354187,-0.408421218,NVM,Epsomedical Group
62180,NVR01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Alpha Hospital Bury,Buller Street,(Off Bolton Road),,Bury,Lancashire,BL8 2BS,53.58715057,-2.316752911,NVR,Alpha Hospitals
62181,NVR02,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Alpha Hospital Sheffield,83 East Bank Road,,,Sheffield,South Yorkshire,S2 3PX,53.36828613,-1.459696174,NVR,Alpha Hospitals
62182,NVR03,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Alpha Hospital Woking,Redding Way,Knaphill,,Woking,Surrey,GU21 2QS,51.31575775,-0.618545949,NVR,Alpha Hospitals
62493,RPGCR,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Bridgeways Day Hospital,Turpington Lane,,,Bromley,Kent,BR2 8JA,51.38766479,4.26E-02,RPG,Oxleas NHS Foundation Trust
63195,RTE61,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Cheltenham & Gloucester Nuffield,Hatherley Lane,,,Cheltenham,Gloucestershire,GL51 6SY,51.89186859,-2.129745483,RTE,Gloucestershire Hospitals NHS Foundation Trust
63217,RTH42,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Brackley Community Hospital,Pebble Lane,,,Brackley,Northamptonshire,NN13 7DA,52.03092194,-1.143102407,RTH,Oxford University Hospitals NHS Trust
63283,RTK05,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Weybridge Community Hospital,,Weybridge Community Hospital,22 Church Street,Weybridge,Surrey,KT13 8DY,51.37339401,-0.460782021,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust
63313,RTR27,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Carter Bequest Primary Care Hospital,Cambridge Road,,,Middlesbrough,Cleveland,TS5 5NH,54.55462646,-1.249245882,RTR,South Tees Hospitals NHS Foundation Trust
63570,RV929,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Granville Court,,4 Granville Court,,Hornsea,,HU18 1NQ,53.91755676,-0.164479941,RV9,Humber NHS Foundation Trust
63729,RW194,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Alton Community Hospital,Chawton Park Road,,,Alton,Hampshire,GU34 1RJ,51.14074707,-0.98982054,RW1,Southern Health NHS Foundation Trust
63911,RWK62,Hospital,Hospital,Independent Sector,Visible,TRUE,City And Hackney Centre For Mental Health,Homerton Row,,,London,Greater London,E9 6SR,51.55063248,-4.61E-02,RWK,East London NHS Foundation Trust
64101,RWA23,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Alfred Bean Hospital,,Alfred Bean Hospital,Bridlington Road,Driffield,Yorkshire(East Riding),YO25 5JR,54.01226044,-0.423106015,RWA,Hull and East Yorkshire Hospitals NHS Trust
64208,RWW04,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Newton Community Hospital,Bradlegh Road,,,Newton-Le-Willows,Merseyside,WA12 8RB,53.44602966,-2.635238409,RWW,Warrington and Halton Hospitals NHS Foundation Trust
64322,RWY11,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Holmevalley Memorial Hospital,Huddersfield Road,,,Holmfirth,West Yorkshire,HD9 3TS,53.5788002,-1.784379721,RWY,Calderdale and Huddersfield NHS Foundation Trust
64419,RWX84,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,St Mark's Hospital,St Mark's Road,Maidenhead,,Berkshire,Berkshire,SL6 6DU,51.52477264,-0.744847119,RWX,Berkshire Healthcare NHS Foundation Trust
64420,RWX85,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Upton Hospital,Albert Street,,,Slough,Berkshire,SL1 2BJ,51.50535965,-0.593743086,RWX,Berkshire Healthcare NHS Foundation Trust
65052,RX3CL,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Lanchester Road Hospital,Lanchester Road,,,Durham,County Durham,DH1 5RD,54.80105591,-1.610912919,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
65432,RXPCJ,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Richardson Hospital,John Street,,,Barnard Castle,County Durham,DL12 8ET,54.54672623,-1.917682052,RXP,County Durham and Darlington NHS Foundation Trust
65433,RXPCL,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Sedgefield Community Hospital,Salters Lane,Sedgefield,,Stockton-On-Tees,Cleveland,TS21 3EE,54.66188812,-1.448476672,RXP,County Durham and Darlington NHS Foundation Trust
65883,RY8DJ,Hospital,Hospital,NHS Sector,Visible,FALSE,Hinckley & Bosworth Community Hospital,Ashby Road,,,Hinckley,Leicestershire,LE10 3DA,52.55928802,-1.368169188,RT5,Leicestershire Partnership NHS Trust
65885,RY8DL,Hospital,Hospital,NHS Sector,Visible,FALSE,Ashby & District Hospital,Leicester Road,,,Ashby-De-La-Zouch,Leicestershire,LE65 1DG,52.74793243,-1.463205576,RT5,Leicestershire Partnership NHS Trust
66327,RYW20,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Sutton Cottage Hospital,27A Birmingham Road,,,Sutton Coldfield,West Midlands,B72 1QH,52.55904007,-1.825900316,RYW,Birmingham Community Healthcare NHS Trust
66993,R1ACW,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Pershore Hospital,Queen Elizabeth House,Queen Elizabeth Drive,,Pershore,Worcestershire,WR10 1PS,52.11408997,-2.077600241,R1A,Worcestershire Health and Care NHS Trust
67454,RW5AQ,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Longridge Community Hospital,St. Wilfrids Terrace,Longridge,,Preston,Lancashire,PR3 3WQ,53.83219528,-2.607869625,RW5,Lancashire Care NHS Foundation Trust
67752,RMY27,Hospital,Hospital,Independent Sector,Visible,FALSE,Highlands,219 Yarmouth Road,,,Norwich,Norfolk,NR7 0SQ,52.62900162,1.361470699,RMY,Norfolk and Suffolk NHS Foundation Trust
68511,RJ231,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Elizabeth Hospital,Stadium Road,,,London,,SE18 4QH,51.47857666,4.87E-02,RJ2,Lewisham and Greenwich NHS Trust
68751,RJE09,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,County Hospital,,Weston Road,Stafford,Staffordshire,,ST16 3SA,52.81132126,-2.097726107,RJE,University Hospitals of North Midlands
68956,RY8AH,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Buxton Hospital,,London Road,,Buxton,Derbyshire,SK17 9NJ,53.24814606,-1.90827322,RY8,Derbyshire Community Health Services NHS Foundation Trust
68957,RY8AK,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Ash Green,Ashgate Road,Ashgate,,Chesterfield,Derbyshire,S42 7JE,53.23929977,-1.480620027,RY8,Derbyshire Community Health Services NHS Foundation Trust
69166,RXP63,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Hundens Lane Day Hospital - Darlington,Hundens Lane,,,Darlington,County Durham,DL1 1JE,54.52497482,-1.536798596,RXP,County Durham and Darlington NHS Foundation Trust
69172,RXP69,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Weardale Hospital,Stanhope,,,Bishop Auckland,County Durham,DL13 2JR,54.74802017,-2.018548489,RXP,County Durham and Darlington NHS Foundation Trust
69596,RDYEW,Hospital,Hospital,NHS Sector,Visible,TRUE,Forston Clinic,,Herrison Road,,Dorschester,Dorset,DT2 9TB,50.75430298,-2.453383923,RDY,Dorset Healthcare University NHS Foundation Trust
69748,RXE07,Hospital,Hospital,Independent Sector,Visible,TRUE,Rotherham Older People's Mental Health Services,Woodlands Unit,Moorgate Road,,Rotherham,South Yorkshire,S60 2UD,53.41441345,-1.342557907,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust
69753,RXE15,Hospital,Hospital,NHS Sector,Visible,TRUE,Rotherham Adult Mental Health Service - Access Team,,142a Aughton Road,Swallownest,Sheffield,South Yorkshire,S26 4TH,53.3678627,-1.321963787,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust
69779,RP623,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Moorfields Community Eye Centre At Barking Hospital,Barking Hospital,Upney Lane,,Barking,Essex,IG11 9LX,51.53887177,9.87E-02,RP6,Moorfields Eye Hospital NHS Foundation Trust
69999,RTE89,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Vale Hospital,Kingshill Lane,,,Dursley,Gloucestershire,GL11 4BZ,51.68865967,-2.359331131,RTE,Gloucestershire Hospitals NHS Foundation Trust
70370,RNU33,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Warneford Hospital,Warneford Lane,Headington,,Oxford,Oxfordshire,OX3 7JX,51.75084305,-1.222305179,RNU,Oxford Health NHS Foundation Trust
70406,RWR96,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Kingsley Green,Harper Lane,Shenley,,Radlett,Hertfordshire,WD7 9HQ,51.70466995,-0.30517453,RWR,Hertfordshire Partnership University NHS Foundation Trust
70467,RNUCE,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Bicester Community Hospital,Piggy Lane,,,Bicester,Oxfordshire,OX26 6HT,51.89688492,-1.157890797,RNU,Oxford Health NHS Foundation Trust
70540,RTR07,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Friary Hospital,Queens Road,,,Richmond,North Yorkshire,DL10 4UJ,54.40527725,-1.738570809,RTR,South Tees Hospitals NHS Foundation Trust
70576,RLNDU,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,City Hospitals Sunderland at University Hospital Of North Durham,University Hospital Of Durham,Dryburn Hospital,North Road,Durham,County Durham,DH1 5TW,54.78890228,-1.592912793,RLN,City Hospitals Sunderland NHS Foundation Trust
70616,RV942,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Mill View Court - Inpatient Unit,Castle Hill,Castle Road,,Cottingham,North Humberside,HU16 5JQ,53.7767334,-0.444969475,RV9,Humber NHS Foundation Trust
71705,RP7LA,Hospital,Mental Health Hospital,Independent Sector,Visible,TRUE,Department Of Psychiatry,Pilgrim Hospital,Sibsey Road,,Boston,Lincolnshire,PE21 9QS,52.99102402,-9.78E-03,RP7,Lincolnshire Partnership NHS Foundation Trust
71793,RWNM6,Hospital,Hospital,Independent Sector,Visible,FALSE,Wichellows Wharf (Mental Health Services),The Elms,Stoke Road,,Leighton Buzzard,Bedfordshire,LU7 2TD,51.91736984,-0.671741605,RWN,South Essex Partnership University NHS Foundation Trust
71831,RW3TC,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Withington Community Hospital,Nell Lane,,,Manchester,Greater Manchester,M20 2LR,53.42522049,-2.245209455,RW3,Central Manchester University Hospitals NHS Foundation Trust
72274,RWF08,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Crowborough War Memorial Hospital,Southview Road,,,Crowborough,East Sussex,TN6 1HG,51.05202866,0.157975346,RXC,East Sussex Healthcare NHS Trust
72360,RAL25,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Hospital Of St John & St Elizabeth,60 Grove End Road,,,London,Greater London,NW8 9NH,51.53347397,-0.1754466,RAL,Royal Free London NHS Foundation Trust
72361,RAL26,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Barnet Hospital,Wellhouse Lane,,,Barnet,Hertfordshire,EN5 3DJ,51.65098953,-0.215529591,RAL,Royal Free London NHS Foundation Trust
72567,RHAFJ,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Ashfield Community Hospital,Portland Street,Kirkby-In-Ashfield,,Nottingham,Nottinghamshire,NG17 7AE,53.10176086,-1.248726487,RHA,Nottinghamshire Healthcare NHS Foundation Trust
72595,RHANM,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Highbury Hospital,Highbury Road,,,Nottingham,Nottinghamshire,NG6 9DR,52.99284744,-1.192633033,RHA,Nottinghamshire Healthcare NHS Foundation Trust
72660,RY584,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Horncastle War Memorial Hospital,North Street,,,Horncastle,Lincolnshire,LN9 5DX,53.21019745,-0.114408016,RY5,Lincolnshire Community Health Services NHS Trust
72763,RP1J6,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Danetre Hospital,London Road,,,Daventry,Northamptonshire,NN11 4DY,52.25246811,-1.160345793,RP1,Northamptonshire Healthcare NHS Foundation Trust
72966,RP1V4,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Berrywood Hospital,Berrywood Drive,,,Northampton,Northamptonshire,NN5 6UD,52.24675751,-0.959200144,RP1,Northamptonshire Healthcare NHS Foundation Trust
73017,RV3DY,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,St Pancras Hospital,Inpatient Unit,South Wing,4 St. Pancras Way,London,,NW1 0PE,51.53652191,-0.131489798,RV3,Central and North West London NHS Foundation Trust
73167,RNUDM,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Witney Community Hospital,Welch Way,,,Witney,Oxfordshire,OX28 6JJ,51.78741837,-1.489826918,RNU,Oxford Health NHS Foundation Trust
73661,RW1Q6,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Hythe Hospital,Beaulieu Road,Hythe,,Southampton,Hampshire,SO45 4ZB,50.8585701,-1.403439522,RW1,Southern Health NHS Foundation Trust
73752,RW1YM,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Lymington New Forest Hospital,Wellworthy Road,,,Lymington,Hampshire,SO41 8QD,50.76939011,-1.545033932,RW1,Southern Health NHS Foundation Trust
74650,RHU16,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Emsworth Hospital,Victoria Cottage Hospital,North Street,,Emsworth,Hampshire,PO10 7DD,50.8481369,-0.937670588,RHU,Portsmouth Hospitals NHS Trust
74783,RY412,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Queen Victoria Memorial Hospital,School Lane,,,Welwyn,Hertfordshire,AL6 9PW,51.82795715,-0.222852945,RY4,Hertfordshire Community NHS Trust
74939,RBBP7,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Malmesbury Hospital,Burton Hall,,,Malmesbury,Wiltshire,SN16 9LT,51.57947922,-2.094664574,RBB,Royal National Hospital for Rheumatic Diseases
75023,NL001,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,John Munroe Hospital Site,Horton Road,Rudyard,,Leek,Staffordshire,ST13 8RU,53.12483978,-2.084958553,NL0,John Munroe Hospital
75095,RW1FY,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Romsey Hospital,Winchester Hill,,,Romsey,Hampshire,SO51 7ZA,50.99206543,-1.48197794,RW1,Southern Health NHS Foundation Trust
75109,RN507,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Chase Acute Outpatients Hospital,Conde Way,,,Bordon,Hampshire,GU35 0YZ,51.10616684,-0.862033367,RN5,Hampshire Hospitals NHS Foundation Trust
75250,RXP35,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,New Richardson Hospital,Victoria Road,,,Barnard Castle,County Durham,DL12 8HT,54.54695892,-1.916135788,RXP,County Durham and Darlington NHS Foundation Trust
75280,RN332,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Melksham Community Hospital,Spa Road,,,Melksham,Wiltshire,SN12 7NZ,51.36713409,-2.131529331,RN3,Great Western Hospitals NHS Foundation Trust
75333,R1EE3,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Leek Moorlands Hospital,Ashbourne Road,,,Leek,Staffordshire,ST13 5BQ,53.10279083,-2.009697914,R1E,Staffordshire and Stoke On Trent Partnership NHS Trust
75334,R1EE4,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cheadle Hospital,Royal Walk,Cheadle,,Stoke-On-Trent,Staffordshire,ST10 1NS,52.98420715,-1.990187883,R1E,Staffordshire and Stoke On Trent Partnership NHS Trust
75335,R1EE5,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Bradwell Hospital,Talke Road,Chesterton,,Newcastle,Staffordshire,ST5 7NJ,53.0394783,-2.238672972,R1E,Staffordshire and Stoke On Trent Partnership NHS Trust
75396,NYW19,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Aspen Healthcare - St Jude's Hospital,Sandy Lane,,,Newcastle,Staffordshire,ST5 0LZ,53.01867294,-2.216570377,NYW,Aspen Healthcare Limited
75620,RJ762,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St. George's At Teddington Memorial Hospital,Hampton Road,,,Teddington,Middlesex,TW11 0JL,51.42611694,-0.340888619,RJ7,St George’s Healthcare NHS Foundation Trust
75704,RH5H3,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Glastonbury Dental Access Centre,1 Wells Road,,,Glastonbury,Somerset,BA6 9DD,51.14873505,-2.712979078,RH5,Somerset Partnership NHS Foundation Trust
75906,RXCLV,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Lewes Victoria Hospital,Nevill Road,,,Lewes,East Sussex,BN7 1PE,50.87518311,-5.64E-03,RXC,East Sussex Healthcare NHS Trust
